GeneID	AS_1ngS1_3	AS_1ngS1_4	AS_1ngS1_8	AS_1ngS1_7	AS_1ngS1_6	AS_1ngS1_2	AS_1ngS1_5	AS_1ngS1_1	AS_1ngS2_3	AS_1ngS2_1	AS_1ngS2_4	AS_1ngS2_2	AS_1ngS2_5	AS_1ngS2_7	AS_1ngS2_8	AS_1ngS2_6
ENSG00000137965.10	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0
ENSG00000142875.19	0	0	1	1	0	0	1	0	1	1	0	0	0	2	0	0
ENSG00000117133.10	3	0	1	2	7	5	4	3	3	4	6	3	3	2	5	10
ENSG00000174021.10	29	34	37	20	37	32	34	30	33	27	29	19	18	27	28	38
ENSG00000117151.12	0	0	1	0	1	1	0	0	0	1	0	0	0	1	2	0
ENSG00000117155.16	1	0	1	0	1	1	2	2	1	3	0	2	0	0	1	2
ENSG00000162642.13	2	2	1	3	1	2	1	1	2	2	2	4	3	2	5	4
ENSG00000142871.15	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000097033.14	3	0	3	3	2	4	1	2	4	3	3	6	1	1	4	4
ENSG00000183291.15	6	10	9	15	6	7	6	11	9	6	8	10	9	8	6	11
ENSG00000143013.12	1	1	1	1	1	2	0	2	0	0	1	2	0	0	0	2
ENSG00000065243.18	2	5	9	6	4	2	5	5	6	5	4	13	6	8	4	7
ENSG00000137947.11	3	5	5	4	2	3	1	1	2	2	4	6	0	0	1	1
ENSG00000117228.9	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0
ENSG00000171492.14	2	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0
ENSG00000162664.16	2	2	2	0	3	1	3	3	0	2	2	2	1	2	3	1
ENSG00000122482.20	1	1	1	2	1	2	0	2	6	1	1	6	1	0	2	2
ENSG00000069702.10	0	0	0	0	1	1	0	0	1	0	0	2	0	1	0	2
ENSG00000174842.16	2	0	1	1	2	2	1	0	1	2	0	2	1	0	2	1
ENSG00000122484.8	1	0	5	1	2	0	0	1	1	2	1	0	0	1	0	1
ENSG00000067208.14	0	1	2	3	1	0	1	1	0	2	0	7	3	2	1	4
ENSG00000122406.12	140	113	121	119	203	123	96	107	92	87	67	100	86	83	77	92
ENSG00000143033.17	0	2	0	4	2	2	0	2	2	0	1	5	2	1	4	1
ENSG00000117500.12	0	2	6	3	4	2	2	0	2	6	1	1	1	2	1	3
ENSG00000122483.17	1	0	1	1	2	1	1	3	0	1	1	3	1	1	2	4
ENSG00000223745.7	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000117505.12	4	2	2	3	4	2	1	2	3	1	2	5	2	1	2	3
ENSG00000137942.16	0	1	3	0	1	0	5	2	0	0	0	1	1	0	2	3
ENSG00000230439.2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000067334.13	4	4	3	3	6	8	6	1	6	2	6	3	3	4	6	5
ENSG00000023909.9	6	2	2	2	2	1	0	0	2	5	0	2	2	2	2	1
ENSG00000117528.11	1	1	2	0	1	0	2	0	0	1	0	2	0	1	1	1
ENSG00000117525.13	1	2	0	0	2	1	1	0	2	0	4	5	1	1	0	0
ENSG00000172339.9	3	1	4	3	2	1	1	4	1	1	2	0	0	1	2	4
ENSG00000152078.9	2	1	0	1	0	0	0	1	0	4	1	0	0	2	0	0
ENSG00000122481.16	5	1	4	2	5	3	3	1	1	3	2	1	2	3	4	3
ENSG00000162627.16	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1
ENSG00000162688.15	2	1	2	1	1	0	1	0	5	1	0	1	1	1	0	0
ENSG00000117620.12	4	3	1	1	1	1	2	1	2	2	0	2	0	2	3	4
ENSG00000156875.13	3	1	2	0	1	3	1	4	2	3	0	2	0	1	3	3
ENSG00000137992.14	0	1	0	0	1	0	0	0	1	0	0	2	1	0	0	0
ENSG00000137996.12	3	2	1	2	2	1	2	0	1	0	1	2	0	1	0	1
ENSG00000162694.13	2	2	0	0	0	2	0	1	1	0	0	1	2	0	0	3
ENSG00000273204.1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1
ENSG00000162695.11	1	1	0	0	1	0	0	0	1	0	2	0	0	0	1	2
ENSG00000117543.19	2	0	2	3	2	2	2	2	2	0	0	1	1	1	3	4
ENSG00000185946.15	1	2	2	2	1	4	0	4	3	0	1	1	1	2	4	5
ENSG00000134215.15	0	1	0	0	0	1	1	0	0	2	1	0	0	0	2	1
ENSG00000085491.15	4	3	2	4	6	2	2	1	1	2	2	2	2	2	2	2
ENSG00000241361.8	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1
ENSG00000162636.15	0	1	3	2	2	0	0	1	0	0	0	3	2	0	2	1
ENSG00000162639.15	3	1	5	1	3	4	5	3	5	4	0	3	2	2	3	4
ENSG00000134186.11	6	7	5	1	5	2	2	5	6	2	6	7	2	4	1	2
ENSG00000116266.10	3	2	0	1	3	3	1	3	3	1	5	1	1	0	0	2
ENSG00000121957.12	1	2	1	1	3	1	2	2	1	1	4	2	3	3	2	4
ENSG00000121940.15	1	4	1	2	2	1	2	1	1	1	1	2	1	2	2	1
ENSG00000244716.3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000116299.16	2	0	2	1	2	0	1	1	3	0	0	0	0	0	0	0
ENSG00000031698.12	4	8	5	3	5	3	3	6	0	2	4	6	0	7	3	3
ENSG00000143126.7	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000134222.16	0	0	0	0	2	0	0	2	1	2	1	3	1	0	0	0
ENSG00000134243.11	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
ENSG00000143106.12	35	39	30	16	26	32	23	32	34	31	18	32	19	19	22	35
ENSG00000162650.15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000174151.14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000065135.8	6	6	4	9	14	5	7	6	4	6	6	3	11	8	4	13
ENSG00000116337.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134202.10	11	11	10	7	14	9	7	15	13	13	7	17	4	4	15	22
ENSG00000168710.17	1	0	1	1	1	2	1	0	0	0	2	1	0	0	0	2
ENSG00000162775.14	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0
ENSG00000134248.13	38	33	29	27	32	38	35	31	30	30	28	30	22	30	30	33
ENSG00000224699.8	0	0	0	0	1	0	0	0	0	2	1	0	0	1	1	1
ENSG00000121931.15	3	1	2	5	12	2	4	3	3	1	5	3	3	2	5	1
ENSG00000156171.14	4	4	5	2	2	2	2	3	4	1	1	2	1	2	4	2
ENSG00000272982.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116455.13	3	1	3	2	2	1	1	4	1	4	1	2	1	1	1	0
ENSG00000116459.10	57	44	48	27	48	47	27	30	32	27	36	34	16	26	25	46
ENSG00000116473.14	3	3	9	5	8	5	3	4	10	3	3	3	8	6	6	5
ENSG00000064703.11	1	3	1	2	2	0	1	2	0	1	0	2	3	2	3	3
ENSG00000143079.14	0	1	0	2	1	1	0	1	0	0	0	3	1	0	0	1
ENSG00000007341.18	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1
ENSG00000116489.12	2	6	5	3	6	5	3	5	4	4	3	5	1	4	5	8
ENSG00000155366.16	9	12	6	7	8	9	6	10	13	6	7	9	9	4	8	10
ENSG00000155380.11	4	3	1	3	5	1	2	3	0	5	1	1	2	2	4	1
ENSG00000226419.6	0	0	0	0	0	1	0	3	0	1	2	4	1	3	1	1
ENSG00000198799.11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116793.15	5	1	0	2	1	1	1	3	1	0	1	3	1	1	4	0
ENSG00000081019.13	0	1	0	2	2	0	0	1	3	2	1	3	1	1	1	0
ENSG00000134262.12	1	0	0	0	1	0	1	1	0	1	0	2	0	0	0	0
ENSG00000163349.21	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0
ENSG00000197323.10	0	3	0	1	1	3	1	0	0	3	2	4	0	1	0	0
ENSG00000116752.5	16	19	8	9	22	11	17	8	13	11	5	11	12	7	9	16
ENSG00000213281.4	5	2	1	1	0	2	3	1	2	2	3	4	1	4	2	1
ENSG00000009307.15	8	5	10	5	6	7	5	4	8	6	9	10	5	6	6	6
ENSG00000052723.11	10	3	2	5	4	5	6	7	2	4	1	6	6	4	5	3
ENSG00000163393.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163399.15	5	3	2	2	5	2	7	0	1	2	3	4	2	3	1	2
ENSG00000116815.15	10	8	3	5	10	4	4	5	8	6	5	10	7	2	10	12
ENSG00000116830.11	2	1	1	3	3	2	2	2	4	3	0	8	4	2	1	2
ENSG00000198162.12	2	0	1	0	1	0	3	0	1	0	0	3	0	0	3	1
ENSG00000228217.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196505.10	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0
ENSG00000065183.15	0	3	1	0	1	0	0	1	1	1	1	4	2	0	3	2
ENSG00000116874.11	0	0	1	1	2	0	2	1	1	0	0	2	0	2	1	2
ENSG00000092621.11	1	5	3	3	3	4	0	8	3	4	4	7	3	2	1	4
ENSG00000265808.3	4	11	5	5	7	2	4	3	7	2	6	6	2	3	6	4
ENSG00000223804.5	0	0	0	0	1	1	0	1	0	0	3	0	1	0	0	1
ENSG00000171943.11	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0
ENSG00000232527.7	1	0	1	0	4	4	0	3	0	1	1	3	3	1	1	0
ENSG00000196369.10	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000265491.4	2	1	1	1	3	1	1	1	1	0	0	2	0	2	2	0
ENSG00000186141.8	2	0	1	0	0	0	1	1	1	0	0	2	0	2	1	0
ENSG00000131779.10	0	2	1	0	2	0	0	2	0	1	1	1	0	1	0	2
ENSG00000265241.6	36	23	21	29	33	34	17	23	24	22	19	22	27	15	25	28
ENSG00000121851.12	3	0	3	0	0	1	1	3	2	2	1	4	2	2	0	1
ENSG00000265972.5	0	1	1	1	1	2	1	3	3	2	0	2	3	0	0	0
ENSG00000131778.17	0	0	1	0	0	0	1	1	2	2	2	2	0	2	1	0
ENSG00000188092.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178104.19	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000269713.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203819.6	0	1	0	0	0	0	0	1	2	1	0	0	1	2	1	0
ENSG00000203852.3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000270276.2	0	2	1	2	0	2	2	3	1	1	0	2	0	2	3	1
ENSG00000264207.1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000184260.5	10	14	10	27	19	17	15	11	11	9	15	13	14	10	10	20
ENSG00000184270.4	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000178096.8	1	1	5	1	7	2	1	0	4	2	1	2	2	5	3	4
ENSG00000143368.9	9	1	2	2	3	1	3	1	2	5	3	4	3	3	4	5
ENSG00000136631.12	0	1	1	1	3	0	0	0	0	0	0	0	0	2	1	2
ENSG00000143401.14	11	6	8	9	8	10	5	4	3	3	2	15	2	7	4	7
ENSG00000117362.12	12	2	3	7	4	7	4	3	1	4	5	3	3	2	3	6
ENSG00000266472.5	58	59	55	60	74	69	49	59	58	51	43	53	51	56	58	60
ENSG00000117360.12	0	2	0	0	1	0	1	2	2	0	2	2	0	1	0	0
ENSG00000163125.15	1	2	2	1	1	2	1	0	0	1	1	1	0	0	0	1
ENSG00000143374.14	1	3	2	1	1	0	2	0	1	1	3	3	1	3	0	1
ENSG00000143384.12	4	1	3	1	1	3	5	2	1	3	3	3	0	1	0	1
ENSG00000143420.17	22	34	16	11	30	25	15	24	22	22	20	21	12	17	22	28
ENSG00000143457.10	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1
ENSG00000143418.19	2	0	0	1	1	1	2	2	2	0	3	2	0	1	2	3
ENSG00000143412.9	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000143409.15	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000143363.15	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0
ENSG00000143443.9	1	0	1	2	3	1	1	3	0	0	1	1	1	0	0	2
ENSG00000197622.12	3	2	2	2	2	0	1	0	0	1	1	2	1	1	1	2
ENSG00000213190.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163156.11	5	1	2	3	3	1	1	4	1	0	4	4	3	3	2	2
ENSG00000163159.11	1	2	1	1	0	2	1	1	2	1	4	2	1	2	4	1
ENSG00000159352.15	17	11	9	2	19	9	11	6	22	8	13	22	11	9	16	17
ENSG00000232671.5	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0
ENSG00000143390.17	1	1	0	1	0	0	1	0	1	0	0	5	0	0	1	1
ENSG00000237976.1	1	2	0	1	1	1	0	1	1	2	1	1	0	1	1	0
ENSG00000143416.20	0	4	0	1	0	0	0	1	0	1	0	1	1	0	1	1
ENSG00000159377.10	31	30	21	17	21	25	21	10	23	19	13	19	10	20	14	15
ENSG00000143442.21	0	1	0	2	0	2	0	0	1	0	1	0	0	1	0	0
ENSG00000143376.12	2	0	1	2	0	0	0	1	0	1	1	3	0	1	0	0
ENSG00000143436.10	6	9	7	9	14	8	10	6	10	10	11	11	8	6	11	2
ENSG00000143450.14	0	1	0	0	1	1	1	0	0	0	0	2	0	0	1	1
ENSG00000159445.12	3	2	1	7	1	2	3	4	3	3	2	5	2	3	2	6
ENSG00000197747.8	62	42	47	46	72	46	59	47	57	33	45	56	37	35	46	48
ENSG00000163191.5	277	167	203	184	296	234	194	173	195	163	148	255	136	159	164	243
ENSG00000197956.9	333	257	261	282	395	327	227	242	253	210	207	208	151	232	172	251
ENSG00000196154.11	530	495	405	436	627	533	416	459	445	383	443	487	355	403	362	458
ENSG00000196754.10	1	2	4	4	9	6	3	3	5	4	3	5	3	6	5	6
ENSG00000188643.10	34	35	25	26	29	48	28	36	40	39	33	35	22	28	34	36
ENSG00000189334.8	2	1	1	1	3	6	6	2	1	3	1	0	3	1	2	5
ENSG00000189171.13	71	62	62	79	99	105	46	56	50	38	67	59	34	48	31	84
ENSG00000160679.12	1	4	0	1	3	3	1	1	1	1	1	3	1	4	1	0
ENSG00000143553.10	22	14	15	12	13	16	13	16	10	12	8	11	11	15	23	15
ENSG00000143621.16	20	5	15	12	17	20	9	12	12	10	10	14	10	12	12	16
ENSG00000143554.13	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	2
ENSG00000143614.7	1	2	2	0	0	0	0	1	0	0	2	1	0	0	0	0
ENSG00000143570.17	4	2	1	1	0	1	1	1	0	3	0	1	4	3	1	1
ENSG00000282386.1	3	1	2	0	2	2	2	1	0	0	1	1	0	0	1	0
ENSG00000143578.15	1	0	1	0	1	1	0	0	0	0	0	1	2	0	0	0
ENSG00000143543.14	65	48	50	33	61	42	39	42	43	46	34	46	36	43	32	51
ENSG00000143545.8	5	3	3	8	8	6	9	4	6	6	3	3	6	3	5	2
ENSG00000177954.11	587	527	457	482	721	606	427	475	391	345	313	290	279	308	309	368
ENSG00000143549.19	22	28	12	20	25	18	12	13	21	19	13	24	16	14	23	24
ENSG00000143612.18	30	18	18	20	26	10	23	23	22	22	13	18	15	16	16	15
ENSG00000143569.18	3	2	2	0	0	1	2	1	2	1	2	3	0	1	1	3
ENSG00000143575.14	15	15	12	11	17	16	9	11	9	13	14	15	5	11	17	16
ENSG00000160710.15	2	1	2	3	4	0	1	3	1	0	0	1	2	1	2	2
ENSG00000163344.5	3	0	1	1	4	5	3	0	2	0	1	3	2	4	2	1
ENSG00000163346.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163348.3	0	1	1	0	1	0	1	0	2	0	1	0	2	1	0	1
ENSG00000173207.12	43	36	30	28	48	39	34	32	24	30	32	35	26	31	17	32
ENSG00000160688.18	5	4	3	1	5	1	1	1	4	3	0	3	3	1	4	0
ENSG00000143537.13	3	0	0	2	0	0	1	1	0	1	0	3	0	2	0	1
ENSG00000243364.7	0	0	0	1	0	1	0	1	0	0	0	2	1	1	1	1
ENSG00000169242.11	4	3	5	2	2	5	4	8	2	1	1	6	0	1	2	1
ENSG00000169241.17	3	2	5	2	2	3	2	3	0	3	3	2	1	2	1	1
ENSG00000179085.7	12	8	7	9	19	6	5	8	5	9	7	10	3	10	12	5
ENSG00000163463.11	3	3	1	4	7	4	3	0	2	3	0	5	1	3	0	3
ENSG00000173171.14	10	9	6	7	10	8	5	13	9	7	7	7	6	9	8	11
ENSG00000116521.10	11	4	2	5	8	5	6	11	9	7	3	7	6	6	4	6
ENSG00000160752.14	35	29	14	22	23	34	23	30	20	23	12	21	16	23	18	27
ENSG00000160753.15	0	2	1	1	1	0	1	1	2	0	1	2	0	2	0	2
ENSG00000116539.10	1	2	1	0	0	4	1	0	0	2	0	0	0	3	1	2
ENSG00000132676.15	10	12	8	9	19	6	2	4	10	10	11	12	7	6	7	11
ENSG00000116580.18	1	1	0	5	0	2	1	3	2	1	0	2	0	2	0	2
ENSG00000143622.10	0	2	0	1	5	0	0	1	3	0	2	1	1	1	3	2
ENSG00000132680.10	0	1	0	0	0	0	0	2	2	0	0	2	0	0	0	1
ENSG00000163479.13	19	8	9	8	11	15	12	10	12	14	15	14	8	19	14	14
ENSG00000116586.11	19	24	20	19	30	29	22	21	32	17	25	34	23	17	22	26
ENSG00000160789.19	9	3	7	2	10	2	3	2	6	8	4	17	5	3	10	7
ENSG00000160783.19	10	6	3	6	6	8	3	11	9	4	6	3	4	6	1	10
ENSG00000198715.11	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000163468.14	24	17	11	13	23	19	15	15	15	15	17	23	7	17	16	17
ENSG00000163467.11	1	0	0	0	0	4	3	0	2	0	1	3	1	1	1	1
ENSG00000163382.11	18	22	23	17	42	26	17	17	19	21	22	15	20	26	20	33
ENSG00000160818.16	4	2	6	6	7	3	1	2	6	3	5	12	9	6	4	5
ENSG00000272068.1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000143319.16	0	0	0	0	3	1	0	1	0	1	0	3	2	0	1	0
ENSG00000143303.11	0	0	1	1	0	1	0	0	2	1	1	1	0	0	1	0
ENSG00000143314.12	8	11	8	10	18	8	6	10	10	7	8	11	6	9	14	4
ENSG00000143321.18	11	6	4	10	7	7	7	12	4	5	10	34	7	3	17	9
ENSG00000143294.14	1	0	1	0	0	0	1	0	1	0	1	1	2	0	0	2
ENSG00000117036.11	0	0	0	1	0	0	1	0	0	0	0	1	1	1	2	0
ENSG00000163565.18	1	1	1	3	2	3	2	1	2	1	2	4	4	1	4	0
ENSG00000158710.14	21	14	12	18	26	15	17	19	18	11	15	17	12	20	15	12
ENSG00000143315.6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162734.12	1	2	6	1	0	0	1	0	0	1	1	4	3	1	1	3
ENSG00000162735.18	3	1	1	1	3	2	2	0	2	0	0	0	0	0	1	0
ENSG00000122218.14	1	1	0	0	0	2	0	0	0	1	2	0	3	1	3	1
ENSG00000162736.15	1	1	1	1	2	1	0	0	2	1	0	1	0	0	1	1
ENSG00000162755.13	0	0	1	0	1	1	0	0	0	1	0	3	0	0	0	0
ENSG00000143256.4	14	11	16	11	25	17	12	10	15	17	12	14	8	12	12	14
ENSG00000158793.13	3	2	1	0	0	2	2	2	0	1	3	1	3	0	2	1
ENSG00000143222.11	15	8	8	4	11	6	10	10	12	2	12	11	4	11	6	11
ENSG00000143224.17	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1
ENSG00000158850.14	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0
ENSG00000158864.12	6	9	3	4	2	3	4	3	4	5	2	3	1	11	1	5
ENSG00000158882.12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000143252.14	9	5	10	8	9	11	6	4	8	8	6	15	2	11	9	13
ENSG00000213075.7	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000162746.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000081721.11	6	5	6	4	9	2	5	5	4	1	1	5	5	3	5	3
ENSG00000118217.5	4	2	1	0	2	2	2	2	7	2	0	3	3	2	3	5
ENSG00000152332.15	4	1	1	1	5	1	2	3	1	3	2	5	0	2	0	1
ENSG00000117143.13	5	4	1	0	1	4	3	3	3	2	3	3	4	1	2	1
ENSG00000132196.13	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000143228.12	4	5	2	1	4	2	5	5	0	2	1	2	5	7	0	0
ENSG00000143198.12	45	46	44	35	45	40	41	39	52	37	42	49	28	32	36	38
ENSG00000143149.12	2	2	2	1	4	3	6	3	5	2	4	5	1	4	4	3
ENSG00000143183.16	17	19	17	10	20	12	21	10	10	9	8	15	8	11	14	11
ENSG00000143179.12	3	5	2	3	3	4	5	5	4	3	4	6	3	5	4	3
ENSG00000143157.11	1	1	0	0	0	1	2	0	0	0	0	0	0	1	2	0
ENSG00000152382.5	2	0	0	4	1	2	1	0	1	0	1	1	1	2	1	6
ENSG00000143162.7	4	7	5	8	11	6	5	5	7	5	10	13	3	7	5	10
ENSG00000197965.11	5	3	2	2	4	5	2	3	1	7	6	4	2	7	5	4
ENSG00000143158.10	37	44	52	31	48	34	34	42	33	39	39	44	31	30	42	42
ENSG00000143164.15	0	0	0	1	1	0	1	2	2	2	1	3	0	1	0	1
ENSG00000143155.12	6	5	7	4	4	7	6	9	5	4	5	7	1	2	8	3
ENSG00000213064.9	0	0	1	1	1	0	1	1	0	1	0	2	0	4	1	0
ENSG00000214262.4	4	0	4	3	1	3	3	3	2	0	2	3	3	0	1	4
ENSG00000143153.12	9	7	5	7	8	5	8	8	9	11	8	8	3	4	9	3
ENSG00000143156.13	2	2	2	2	5	3	1	2	2	4	5	2	0	1	1	2
ENSG00000117475.13	1	0	2	0	2	1	0	1	1	0	1	0	1	0	3	0
ENSG00000117479.12	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
ENSG00000171806.11	0	1	3	1	3	3	0	2	0	1	0	2	3	3	2	1
ENSG00000000460.16	0	0	1	1	0	2	0	1	0	1	1	1	0	0	2	0
ENSG00000000457.13	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0
ENSG00000075945.12	0	1	2	0	3	0	0	0	1	2	0	0	0	0	0	2
ENSG00000120370.12	0	1	1	0	2	0	2	0	1	1	0	1	1	1	1	0
ENSG00000117523.15	2	8	7	8	3	5	5	1	10	8	9	16	9	6	5	2
ENSG00000117533.14	0	1	1	1	1	0	0	3	1	1	2	0	1	0	1	2
ENSG00000010165.19	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0
ENSG00000135845.9	2	2	6	0	2	2	2	0	2	1	4	7	1	3	2	1
ENSG00000094975.13	0	1	0	1	1	0	1	0	1	3	1	1	1	1	1	1
ENSG00000117592.8	39	25	16	37	30	25	24	25	30	23	20	31	19	21	20	25
ENSG00000117593.9	1	1	0	0	4	1	2	3	1	2	1	1	0	2	0	0
ENSG00000234741.7	7	9	12	13	13	15	12	10	6	11	10	11	13	8	14	10
ENSG00000135870.11	1	1	1	1	2	4	1	0	1	0	1	2	0	3	1	2
ENSG00000116161.17	37	37	27	33	38	38	30	31	40	28	35	41	16	25	29	41
ENSG00000120333.4	18	11	9	7	11	13	18	13	11	6	11	10	6	13	11	11
ENSG00000143207.19	0	0	2	0	3	1	2	0	4	2	1	5	0	2	1	2
ENSG00000075391.16	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000116191.17	1	2	2	2	3	3	1	1	1	3	2	1	0	2	0	2
ENSG00000186283.13	0	2	2	0	0	0	0	0	1	0	1	3	1	3	2	1
ENSG00000143322.19	1	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0
ENSG00000057252.12	3	0	6	4	2	8	5	3	3	0	1	6	0	4	5	3
ENSG00000169905.12	3	3	0	2	1	1	1	2	2	2	2	5	4	2	3	2
ENSG00000143337.18	3	2	2	1	1	1	0	3	0	1	1	1	1	1	0	3
ENSG00000135837.15	2	0	1	4	2	3	1	1	2	2	4	4	4	1	0	0
ENSG00000230124.6	5	4	4	4	6	2	3	4	3	2	5	5	3	4	2	3
ENSG00000135838.13	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
ENSG00000135829.16	5	4	3	2	2	4	4	0	3	1	1	6	3	3	0	2
ENSG00000116698.20	1	1	0	0	0	1	0	2	0	0	0	1	0	0	2	2
ENSG00000162704.15	24	15	14	27	20	18	19	11	24	32	21	28	15	26	24	28
ENSG00000143344.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198860.11	8	2	3	3	2	2	2	4	3	1	4	4	3	2	10	5
ENSG00000121486.11	0	0	0	0	4	0	0	0	0	1	0	4	0	1	0	0
ENSG00000116679.15	1	0	1	3	0	1	0	1	4	1	4	0	0	0	2	0
ENSG00000047410.13	8	10	8	10	11	14	7	3	10	9	11	16	10	6	3	9
ENSG00000157181.14	2	5	0	3	1	2	0	3	4	1	3	3	2	0	3	3
ENSG00000116711.9	3	0	0	1	3	1	1	2	2	1	1	2	1	2	0	4
ENSG00000116741.7	3	1	1	1	1	2	2	1	0	3	0	2	2	0	1	5
ENSG00000116750.13	8	8	4	4	12	8	13	7	13	11	7	10	7	3	16	13
ENSG00000116747.12	5	4	3	4	4	6	2	3	5	1	2	12	1	2	3	2
ENSG00000023572.8	8	7	7	6	4	8	6	7	1	4	6	6	3	5	5	2
ENSG00000134371.9	2	2	5	2	4	4	2	3	2	2	2	5	1	2	3	4
ENSG00000000971.15	7	3	7	8	9	3	1	5	3	3	4	5	2	6	2	5
ENSG00000066279.16	6	3	6	3	9	9	3	4	10	10	3	6	4	10	3	5
ENSG00000203724.10	3	3	4	3	4	5	3	2	5	6	1	2	0	3	1	0
ENSG00000151414.14	7	3	2	5	7	8	8	2	4	2	4	2	4	3	1	8
ENSG00000118193.11	1	1	0	2	4	2	3	0	0	0	0	2	1	1	2	2
ENSG00000118197.13	1	2	0	2	3	1	2	0	1	1	0	3	2	0	4	1
ENSG00000118200.14	0	1	3	0	1	0	2	0	1	0	0	1	0	2	1	0
ENSG00000116857.16	3	8	12	8	13	10	10	10	8	12	8	8	7	10	9	12
ENSG00000118194.18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174307.6	4	2	2	2	7	2	2	3	1	3	1	5	2	2	4	2
ENSG00000159176.13	5	1	6	9	11	4	4	5	5	5	5	8	3	5	8	7
ENSG00000134375.10	14	20	19	15	13	14	19	9	17	14	21	11	9	15	10	23
ENSG00000176393.10	2	1	2	0	4	0	0	2	0	2	1	3	2	2	0	3
ENSG00000163435.15	4	2	1	3	2	2	2	1	4	2	1	3	0	3	2	1
ENSG00000077152.9	20	13	9	5	14	12	11	13	5	6	13	14	10	6	14	11
ENSG00000117139.16	0	0	0	0	3	1	0	1	0	0	1	1	0	3	1	0
ENSG00000183155.4	6	7	5	4	8	11	6	4	4	3	4	2	0	1	6	4
ENSG00000159346.12	7	1	2	3	3	8	5	3	7	2	4	9	1	2	3	4
ENSG00000159348.12	2	0	1	0	0	1	0	0	0	1	0	2	0	1	1	0
ENSG00000163444.11	13	16	13	9	14	12	10	10	11	9	10	15	6	10	9	11
