Variable	GG_1ngS1_1	GG_1ngS1_2	GG_1ngS1_3	GG_1ngS1_4	GG_1ngS1_5	GG_1ngS1_6	GG_1ngS1_7	GG_1ngS1_8	GG_1ngS2_1	GG_1ngS2_2	GG_1ngS2_3	GG_1ngS2_4	GG_1ngS2_5	GG_1ngS2_6	GG_1ngS2_7	GG_1ngS2_8
ENSG00000154429.10	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0
ENSG00000069248.11	0	0	1	1	0	2	2	1	2	1	0	0	0	0	0	0
ENSG00000135776.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135801.9	2	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0
ENSG00000135763.9	3	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0
ENSG00000143641.9	3	1	6	2	11	6	5	2	2	12	2	7	4	2	8	5
ENSG00000177614.9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000135775.13	6	0	4	1	1	0	2	2	1	2	0	0	0	2	1	4
ENSG00000135773.12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000119280.16	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000223393.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000143643.12	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0
ENSG00000173409.13	1	5	1	1	5	2	2	1	2	0	3	3	2	3	1	2
ENSG00000227934.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143633.12	10	2	5	4	3	1	2	5	4	6	2	3	1	5	6	2
ENSG00000116906.11	0	3	2	0	3	2	4	1	5	2	4	1	3	0	4	2
ENSG00000010072.15	0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0
ENSG00000135766.8	0	2	0	2	2	0	2	1	3	4	1	1	1	0	2	2
ENSG00000233461.5	10	6	1	2	4	11	5	2	4	3	2	4	2	3	6	4
ENSG00000116918.13	1	2	2	3	1	2	3	2	2	2	4	5	4	0	0	1
ENSG00000162946.20	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000135778.11	6	6	9	6	6	3	3	4	2	9	7	4	6	6	1	8
ENSG00000135749.18	0	0	0	3	3	2	0	1	1	2	1	0	1	0	2	0
ENSG00000143674.10	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000135750.14	1	3	3	2	0	3	1	2	4	4	1	1	4	3	3	2
ENSG00000183780.12	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0
ENSG00000231272.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235605.1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168275.14	16	27	23	18	15	19	23	17	14	10	18	15	15	16	17	15
ENSG00000231663.1	1	2	2	0	1	1	2	2	2	1	0	0	2	0	1	1
ENSG00000059588.9	1	1	1	1	0	2	2	2	2	1	0	1	0	0	0	1
ENSG00000168264.10	1	1	1	0	0	0	0	1	1	2	3	5	0	1	1	0
ENSG00000238005.2	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000280587.1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000173726.10	9	15	8	7	7	6	12	7	10	3	7	9	4	11	8	9
ENSG00000188739.14	7	6	7	6	7	9	9	5	6	8	2	3	3	8	3	4
ENSG00000152904.11	3	1	0	2	2	2	4	6	4	2	3	1	1	2	2	1
ENSG00000054267.20	0	1	2	2	1	1	3	2	2	3	1	1	1	2	0	3
ENSG00000116957.12	1	2	1	0	2	3	1	2	4	1	0	2	1	3	1	1
ENSG00000162885.12	0	3	0	2	0	3	3	1	0	2	0	0	0	0	0	0
ENSG00000143669.13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000086619.13	1	1	1	0	0	0	1	1	2	0	0	0	0	1	0	0
ENSG00000186197.12	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
ENSG00000244457.2	1	0	0	0	3	1	1	2	1	1	1	4	1	4	3	2
ENSG00000230325.1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
ENSG00000119285.10	3	4	3	5	1	3	3	1	2	7	3	4	3	2	1	3
ENSG00000116984.12	0	1	1	1	1	3	1	4	2	1	2	1	0	1	0	2
ENSG00000226498.2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237991.3	2	4	4	7	5	4	6	1	8	1	5	4	5	3	2	2
ENSG00000198626.15	3	1	3	1	2	7	1	3	0	8	0	3	3	2	3	0
ENSG00000215808.2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000155816.19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000238085.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000182901.15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000091483.6	7	8	12	9	6	9	11	8	4	9	11	6	3	10	6	6
ENSG00000203668.1	4	6	3	5	3	4	2	7	1	10	12	9	7	8	5	9
ENSG00000054277.12	3	7	4	4	8	9	4	1	7	12	7	7	4	7	5	8
ENSG00000174371.16	2	1	1	2	0	2	3	0	1	4	0	1	1	0	0	1
ENSG00000252084.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000143702.15	1	1	1	0	5	0	0	0	1	3	1	3	2	0	1	0
ENSG00000054282.15	3	2	1	2	0	4	1	4	1	3	4	2	0	4	0	4
ENSG00000117020.16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000240963.1	1	3	2	1	2	2	1	1	1	0	1	1	1	2	3	6
ENSG00000035687.9	0	1	3	0	1	2	2	0	1	0	1	0	0	2	4	1
ENSG00000179397.17	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0
ENSG00000121644.18	9	1	10	5	3	5	3	5	7	7	2	5	2	6	2	2
ENSG00000203667.9	17	23	33	25	21	31	13	23	15	32	30	27	24	28	25	30
ENSG00000188206.6	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0
ENSG00000277877.4	3	3	11	6	5	7	4	6	4	5	3	7	8	6	4	3
ENSG00000153187.16	1	2	4	4	4	2	7	2	2	7	3	4	2	4	0	5
ENSG00000203666.12	1	2	4	1	5	0	1	1	3	1	1	4	1	5	2	6
ENSG00000162849.15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000185420.18	4	2	1	2	2	5	4	3	5	4	1	4	2	4	4	1
ENSG00000162851.7	0	2	4	2	3	3	1	3	2	2	2	1	0	4	1	1
ENSG00000162852.13	1	0	0	1	0	1	1	2	0	0	0	1	0	0	1	2
ENSG00000225300.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143653.9	0	2	6	2	0	5	1	1	0	4	4	2	2	7	3	4
ENSG00000153207.14	3	0	3	1	1	1	1	0	0	6	0	2	2	1	1	0
ENSG00000197472.14	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1
ENSG00000215796.3	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
ENSG00000277462.1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0
ENSG00000135747.11	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000188295.14	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000196418.12	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0
ENSG00000259865.1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000227671.4	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0
ENSG00000202079.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000162714.12	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000171161.12	1	1	2	0	1	1	0	3	2	0	1	1	0	0	0	0
ENSG00000171163.15	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000185220.11	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
ENSG00000184731.5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000143727.15	26	10	24	21	15	33	16	32	28	28	27	34	16	24	15	17
ENSG00000233633.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233296.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000151353.14	7	8	13	7	8	6	2	7	5	9	3	5	6	10	6	7
ENSG00000237667.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000172554.11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130508.10	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000186487.17	1	1	0	0	1	0	1	0	0	1	0	1	2	1	0	0
ENSG00000032389.12	0	1	3	3	2	2	1	2	0	1	6	1	1	2	2	2
ENSG00000171853.15	1	0	1	0	1	0	0	2	0	3	0	0	0	0	0	1
ENSG00000235078.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
ENSG00000182551.13	22	23	29	17	12	25	23	13	20	13	19	11	9	24	17	12
ENSG00000242282.6	1	0	1	0	3	0	0	0	0	0	0	0	1	0	1	1
ENSG00000255767.1	5	4	3	4	2	3	3	6	3	5	3	3	4	5	5	6
ENSG00000234171.2	3	6	2	1	3	3	2	3	3	5	4	0	1	2	2	2
ENSG00000171865.9	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0
ENSG00000171863.12	81	100	121	91	66	94	75	84	82	96	81	83	62	82	72	65
ENSG00000231821.1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000115738.9	0	1	1	0	0	2	1	0	1	0	1	0	0	3	1	0
ENSG00000235092.5	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0
ENSG00000134313.14	2	0	1	0	1	1	1	2	0	2	0	1	1	0	2	0
ENSG00000143797.11	0	1	0	0	0	2	0	0	1	0	1	0	0	1	0	0
ENSG00000151693.9	1	1	1	0	2	2	2	1	1	1	0	3	0	2	0	0
ENSG00000119185.12	17	20	30	21	17	28	24	20	24	18	16	22	13	28	17	19
ENSG00000119203.13	1	3	3	2	4	2	2	2	0	2	2	3	3	1	6	1
ENSG00000134330.18	9	3	5	9	5	5	2	8	4	6	8	2	4	6	2	7
ENSG00000151694.12	1	2	2	2	0	0	0	0	2	3	0	1	1	1	2	0
ENSG00000271855.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000134308.13	6	15	18	19	16	22	6	15	15	22	12	15	4	18	12	13
ENSG00000244260.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000115750.16	1	1	1	2	4	1	2	3	4	3	1	1	1	2	2	0
ENSG00000134317.17	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000260077.1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000172059.10	0	0	1	0	0	1	0	0	1	0	1	0	2	0	0	1
ENSG00000272524.1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000171848.13	4	4	7	4	2	8	7	4	1	10	4	2	3	7	3	5
ENSG00000163009.8	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
ENSG00000264030.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000115756.12	1	2	3	1	1	4	2	3	2	1	10	1	1	2	3	2
ENSG00000206633.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000115758.12	0	6	10	4	5	9	3	4	4	5	5	5	5	3	5	4
ENSG00000257135.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000115761.15	0	1	3	2	0	2	0	2	2	7	2	2	1	1	2	3
ENSG00000243819.4	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0
ENSG00000143882.9	2	2	0	1	0	0	1	0	0	1	2	3	2	1	0	0
ENSG00000272275.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000143870.12	10	17	17	20	11	17	20	26	21	34	22	14	15	20	29	15
ENSG00000162976.12	1	2	3	0	1	1	2	1	2	0	2	0	2	2	2	0
ENSG00000281867.1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1
ENSG00000134318.13	1	5	2	3	0	2	4	4	3	6	5	3	3	5	6	6
ENSG00000224177.6	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0
ENSG00000169016.16	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	2
ENSG00000196208.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000201610.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000134324.11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229370.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000227718.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000151779.12	3	1	0	3	1	0	1	0	2	1	2	1	2	1	1	1
ENSG00000079785.14	8	10	15	7	10	19	9	12	5	13	21	6	9	5	6	11
ENSG00000178295.14	1	0	1	1	3	3	1	0	0	0	1	0	0	0	0	0
ENSG00000163029.15	0	4	1	1	1	0	2	1	2	4	3	1	1	1	0	2
ENSG00000240857.1	0	2	3	2	0	4	0	3	5	3	2	2	0	1	2	0
ENSG00000236204.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000237992.1	1	5	1	3	1	2	1	2	0	0	2	2	0	1	2	1
ENSG00000183891.5	3	3	6	4	3	4	2	3	4	6	2	6	5	2	3	8
ENSG00000118965.14	0	0	3	0	1	1	0	2	2	1	0	0	0	0	0	0
ENSG00000068697.6	24	30	26	27	25	25	22	29	26	30	23	20	11	29	21	18
ENSG00000115884.10	0	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0
ENSG00000055917.15	2	1	3	3	0	2	1	3	0	5	2	3	0	1	0	1
ENSG00000143878.9	1	0	0	3	0	4	0	1	0	2	0	0	1	3	2	2
ENSG00000228950.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000279307.1	1	2	1	1	1	2	2	1	1	2	3	1	2	0	1	0
ENSG00000118960.12	0	1	0	0	0	0	1	0	2	0	0	0	0	0	2	2
ENSG00000270100.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000118961.14	0	2	1	2	1	1	1	2	0	2	0	6	1	0	1	2
ENSG00000233005.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000119771.14	0	0	1	0	0	3	0	2	0	1	0	1	1	1	1	1
ENSG00000224361.1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000119778.14	0	0	1	0	0	3	0	0	0	1	1	1	0	0	0	1
ENSG00000173960.12	1	3	2	2	3	5	1	3	4	3	1	1	0	4	1	3
ENSG00000234946.1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000163026.11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000119782.13	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115128.6	36	44	41	48	25	38	34	50	31	36	39	29	25	45	45	37
ENSG00000115129.13	0	9	4	4	4	2	3	6	1	3	5	3	3	4	2	2
ENSG00000176732.6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000251805.1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000198399.14	2	0	3	1	1	0	1	1	1	1	0	1	3	0	0	2
ENSG00000084676.15	0	0	0	0	0	0	0	1	3	2	1	0	1	0	0	1
ENSG00000138092.10	1	1	1	2	0	0	1	0	3	2	1	0	2	1	0	2
ENSG00000184924.5	26	25	29	24	22	32	21	24	28	23	26	31	11	29	23	26
ENSG00000138031.14	0	0	1	2	1	1	0	0	0	4	1	0	0	0	0	0
ENSG00000224165.5	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000115137.11	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
ENSG00000119772.16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000138101.18	2	0	0	1	0	0	0	2	0	1	0	0	1	1	0	2
ENSG00000143970.16	1	1	2	0	3	1	1	1	0	3	0	3	0	2	1	0
ENSG00000084731.13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268412.2	0	0	1	0	0	0	2	0	0	1	0	0	0	3	1	0
ENSG00000084733.10	8	7	12	8	10	15	10	4	8	7	8	12	6	6	5	9
ENSG00000138029.13	1	2	6	2	2	7	4	1	4	1	2	6	3	4	4	3
ENSG00000084754.10	9	14	9	5	5	7	8	3	4	9	6	10	10	6	6	4
ENSG00000138018.17	4	1	2	3	0	0	1	0	1	1	1	1	0	3	0	1
ENSG00000173567.14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000171303.6	2	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000115163.14	1	6	10	6	5	9	5	9	5	9	7	11	2	7	5	8
ENSG00000084764.10	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000230286.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119777.18	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1
ENSG00000084693.15	1	1	0	1	1	2	0	1	1	5	2	3	2	2	1	2
ENSG00000228474.5	69	93	102	88	64	95	75	74	66	68	71	67	65	77	67	50
ENSG00000138080.13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000138030.12	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0
ENSG00000138073.13	0	0	2	4	0	0	2	0	1	2	0	0	2	1	0	2
ENSG00000138085.16	24	32	43	26	20	31	21	20	20	26	24	31	19	24	23	29
ENSG00000138074.14	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1
ENSG00000084774.13	1	0	0	3	1	3	1	0	0	0	1	0	1	1	1	0
ENSG00000115204.14	2	3	7	8	4	2	2	1	6	3	3	4	0	8	4	1
ENSG00000234072.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000115207.13	2	2	2	0	1	3	2	0	1	3	0	0	0	1	1	0
ENSG00000115211.15	0	1	4	3	0	3	1	0	2	5	3	1	6	4	4	3
ENSG00000115234.10	5	8	9	6	1	6	4	7	2	10	7	5	1	6	7	1
ENSG00000213453.3	0	0	0	0	0	2	0	0	1	3	0	2	0	0	1	1
ENSG00000115241.10	10	11	10	11	10	14	8	9	10	24	19	15	7	11	12	11
ENSG00000115216.13	4	0	3	3	1	0	3	6	1	4	1	3	2	6	2	0
ENSG00000138002.14	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0
ENSG00000259080.1	2	1	0	0	1	0	0	0	0	2	0	0	0	1	1	1
ENSG00000198522.13	3	4	4	5	7	6	6	7	2	2	3	3	5	3	6	4
ENSG00000163798.13	1	0	4	2	0	2	2	1	3	1	2	0	1	1	0	1
ENSG00000119760.15	2	2	0	1	0	2	1	1	1	2	1	2	4	2	0	0
ENSG00000205334.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243147.7	39	36	29	32	36	40	36	28	28	32	33	25	14	44	29	27
ENSG00000158019.20	2	1	5	0	3	1	0	3	3	5	3	2	1	5	1	4
ENSG00000171174.13	0	1	1	0	0	2	0	0	0	2	1	0	0	0	0	0
ENSG00000075426.11	0	0	2	0	0	1	2	1	0	0	1	0	0	0	4	3
ENSG00000229951.5	2	1	2	0	0	0	1	2	0	1	0	0	0	0	0	1
ENSG00000163803.12	0	0	0	1	0	1	1	0	0	0	0	0	1	3	0	0
ENSG00000230730.1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000213639.9	1	2	0	1	1	3	3	0	0	1	1	2	0	0	0	0
ENSG00000163806.15	5	10	5	7	2	9	3	7	6	5	7	7	7	4	7	5
ENSG00000171103.10	0	1	2	1	2	0	2	2	0	4	5	2	2	1	1	1
ENSG00000163811.11	5	8	12	9	4	5	9	5	5	8	8	6	5	7	4	3
ENSG00000264994.1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0
ENSG00000265145.1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265706.1	2	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0
ENSG00000115295.19	0	0	0	0	1	0	1	0	0	2	1	3	0	0	0	0
ENSG00000171094.15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225943.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000119801.12	0	0	2	1	0	2	1	1	2	2	0	0	3	0	0	1
ENSG00000213626.11	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000172954.13	0	0	0	2	1	1	1	1	3	2	0	1	2	2	0	0
ENSG00000158125.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000162959.13	1	0	1	0	1	0	2	1	0	1	0	0	0	1	0	0
ENSG00000162961.13	18	27	28	30	30	39	24	26	31	28	23	25	16	39	20	28
ENSG00000021574.11	1	1	1	0	0	1	1	0	0	3	1	0	3	1	1	1
ENSG00000152683.14	2	0	0	0	1	1	1	1	2	1	1	1	0	0	0	0
ENSG00000119820.10	3	1	5	6	3	5	3	2	2	4	3	2	2	6	2	3
ENSG00000115760.13	0	2	0	3	1	1	0	3	7	0	3	3	1	3	5	1
ENSG00000230046.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000276334.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000276517.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000018699.11	2	0	0	1	1	3	1	2	2	1	1	1	1	2	3	4
ENSG00000230876.6	2	3	2	2	0	2	3	1	0	4	3	1	5	0	3	2
ENSG00000237133.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000119812.18	4	3	2	2	3	5	5	4	11	10	5	7	6	4	3	4
ENSG00000203386.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226785.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000226994.7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260025.1	0	3	2	3	2	1	1	5	0	1	1	3	0	2	1	1
ENSG00000150938.9	0	1	1	4	2	5	1	0	3	4	1	1	0	3	1	3
ENSG00000171055.14	6	4	1	8	0	6	6	1	2	8	7	2	2	5	7	1
ENSG00000279519.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000115808.11	0	3	0	2	0	0	1	1	1	0	1	0	0	0	0	0
ENSG00000008869.11	0	1	1	1	1	2	1	1	1	0	0	1	2	0	0	1
ENSG00000152133.14	3	1	0	5	1	2	1	2	2	3	1	1	2	1	1	1
ENSG00000055332.16	7	3	3	7	3	8	3	7	3	3	3	4	3	6	6	4
ENSG00000218739.9	1	0	4	4	0	4	1	1	3	9	2	3	3	3	2	3
ENSG00000003509.15	2	1	0	0	3	0	0	1	0	2	2	4	0	0	1	0
ENSG00000115816.13	7	13	8	9	4	12	10	15	11	14	4	5	10	14	6	5
ENSG00000115825.9	1	1	1	0	1	1	1	4	0	1	2	0	2	1	1	3
ENSG00000163171.7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115841.19	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232973.11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138061.11	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000227770.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119787.13	1	0	0	1	1	0	0	2	1	0	1	2	1	2	0	2
ENSG00000213553.4	2	0	1	1	0	2	0	1	1	0	0	2	0	0	0	1
ENSG00000231367.5	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1
ENSG00000143889.15	3	1	1	0	2	2	1	2	2	3	1	1	1	1	4	3
ENSG00000143891.16	0	0	3	2	1	1	2	1	1	3	0	1	0	0	0	0
ENSG00000115875.18	14	22	30	25	16	29	24	22	17	16	24	18	15	17	13	15
ENSG00000152147.10	3	8	8	7	3	9	0	2	5	2	8	5	8	7	6	5
ENSG00000163214.20	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000188010.12	3	7	5	7	2	9	3	2	3	3	3	4	2	6	3	4
ENSG00000115904.12	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0
ENSG00000231312.6	1	1	2	1	1	1	2	1	0	2	1	1	1	2	0	0
ENSG00000011566.14	0	1	0	1	0	2	1	2	0	4	1	0	0	4	1	0
ENSG00000138050.14	0	1	1	4	1	3	2	2	2	2	3	1	1	2	3	2
ENSG00000183023.18	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000236090.2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000214691.7	1	1	3	0	0	0	0	0	2	2	0	0	0	0	1	0
ENSG00000234362.5	3	0	0	1	0	1	1	2	4	4	5	3	0	2	2	3
ENSG00000143924.18	6	9	8	3	5	8	5	10	8	20	9	7	2	3	9	4
ENSG00000115944.14	6	11	10	11	7	10	11	16	9	12	8	7	5	15	7	9
ENSG00000171126.7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000057935.13	2	2	2	2	2	2	1	0	1	3	1	2	0	0	1	2
ENSG00000231826.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230587.1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000152518.6	1	4	3	1	5	1	1	3	1	2	2	0	3	1	0	1
ENSG00000234936.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115970.18	0	1	1	5	3	3	4	1	1	1	0	1	0	0	3	1
ENSG00000152527.13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000138036.18	0	2	1	0	0	1	0	2	3	0	4	1	1	1	0	1
ENSG00000138095.18	3	3	2	4	4	2	3	6	2	5	1	5	2	3	0	0
ENSG00000276967.1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000138032.20	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0
ENSG00000226972.2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000138078.15	1	1	0	1	0	0	3	2	0	2	1	1	2	2	0	3
ENSG00000143919.14	1	0	3	2	1	1	2	0	2	4	0	1	1	1	0	0
ENSG00000231848.1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000170577.7	1	1	0	2	0	0	1	0	1	1	1	1	0	1	0	0
ENSG00000068784.12	0	1	3	1	1	2	1	0	2	0	3	1	5	0	1	2
ENSG00000171132.13	1	4	2	2	2	4	2	3	1	2	2	3	2	3	1	1
ENSG00000116016.13	3	0	0	4	2	2	1	2	1	2	1	2	1	3	2	0
ENSG00000119729.10	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000250565.6	1	2	2	2	1	4	0	1	0	2	0	2	1	0	2	1
ENSG00000119878.5	8	12	7	3	5	5	7	5	5	8	7	11	7	7	2	3
ENSG00000151665.12	4	2	4	7	1	3	2	2	2	3	2	5	3	2	3	1
ENSG00000171150.7	1	1	1	2	1	1	0	0	1	1	0	0	1	1	0	0
